   20.0000000       20.0000000    
   40.0000000       10.0000000    
   60.0000000       6.00000000    
   80.0000000       5.00000000    
   100.000000       4.00000000    
   120.000000       3.00000000    
   140.000000       2.00000000    
   160.000000       2.00000000    
   180.000000       2.00000000    
   200.000000       2.00000000    
   220.000000       1.00000000    
   240.000000       1.00000000    
   260.000000       1.00000000    
   280.000000       1.00000000    
   300.000000       1.00000000    
   320.000000       1.00000000    
   340.000000       1.00000000    
   360.000000       1.00000000    
   380.000000       1.00000000    
   400.000000       1.00000000    
